# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0060748	BP	e	tertiary branching involved in mammary gland duct morphogenesis	2/6	3/20424	2.1573740832716332e-07	3	2	0.0025285450217256045	ENSG00000082175, ENSG00000169083
GO:0030518	BP	e	intracellular steroid hormone receptor signaling pathway	3/6	53/20424	3.281906706114095e-07	7	3	0.0025285450217256045	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0043401	BP	e	steroid hormone mediated signaling pathway	3/6	73/20424	8.694240747674708e-07	6	3	0.004465651856030653	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0008584	BP	e	male gonad development	3/6	99/20424	2.1862684925252318e-06	5	3	0.008422052800330324	ENSG00000091831, ENSG00000153094, ENSG00000169083
GO:0008406	BP	e	gonad development	3/6	119/20424	3.8082463047243212e-06	4	3	0.009489275868888597	ENSG00000091831, ENSG00000153094, ENSG00000169083
GO:0060736	BP	e	prostate gland growth	2/6	11/20424	3.9510556420856045e-06	4	2	0.009489275868888597	ENSG00000091831, ENSG00000169083
GO:0009755	BP	e	hormone-mediated signaling pathway	3/6	124/20424	4.3107879214887516e-06	5	3	0.009489275868888597	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0030522	BP	e	intracellular receptor signaling pathway	3/6	140/20424	6.210451214920726e-06	5	3	0.011962105346339184	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0060749	BP	e	mammary gland alveolus development	2/6	16/20424	8.61485701056377e-06	3	2	0.013285117689611747	ENSG00000091831, ENSG00000169083
GO:0048609	BP	e	multicellular organismal reproductive process	4/6	573/20424	8.79315471927418e-06	2	4	0.013285117689611747	ENSG00000082175, ENSG00000091831, ENSG00000153094, ENSG00000169083
GO:0071391	BP	e	cellular response to estrogen stimulus	2/6	17/20424	9.762229347250549e-06	6	2	0.013285117689611747	ENSG00000091831, ENSG00000169083
GO:0009725	BP	e	response to hormone	4/6	597/20424	1.034599339836076e-05	4	4	0.013285117689611747	ENSG00000091831, ENSG00000134533, ENSG00000153094, ENSG00000169083
GO:0030520	BP	e	intracellular estrogen receptor signaling pathway	2/6	20/20424	1.3633064967796015e-05	8	2	0.016159376776059137	ENSG00000091831, ENSG00000169083
GO:0060740	BP	e	prostate gland epithelium morphogenesis	2/6	22/20424	1.6570606883522937e-05	5	2	0.01823832010487178	ENSG00000091831, ENSG00000169083
GO:0035265	BP	e	organ growth	2/6	36/20424	4.5109973484317244e-05	3	2	0.046118833528727685	ENSG00000091831, ENSG00000169083
GO:0048608	BP	e	reproductive structure development	3/6	277/20424	4.788768488932721e-05	3	3	0.046118833528727685	ENSG00000091831, ENSG00000153094, ENSG00000169083
GO:0001223	MF	e	transcription coactivator binding	3/6	40/20424	1.3861428365129999e-07	5	3	0.0005298091392570187	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0004879	MF	e	nuclear receptor activity	3/6	53/20424	3.281906706114095e-07	4	3	0.0005298091392570187	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0098531	MF	e	ligand-activated transcription factor activity	3/6	53/20424	3.281906706114095e-07	3	3	0.0005298091392570187	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0051117	MF	e	ATPase binding	3/6	82/20424	1.2367306297600575e-06	4	3	0.0014973716099819896	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0005496	MF	e	steroid binding	3/6	100/20424	2.253635948627877e-06	3	3	0.0021828717798409616	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0001221	MF	e	transcription coregulator binding	3/6	108/20424	2.842836180478336e-06	4	3	0.002294642603676097	ENSG00000082175, ENSG00000091831, ENSG00000169083
GO:0008134	MF	e	transcription factor binding	4/6	592/20424	1.0006879984577666e-05	3	4	0.006923331395044233	ENSG00000082175, ENSG00000091831, ENSG00000134533, ENSG00000169083
GO:0003707	MF	e	steroid hormone receptor activity	2/6	24/20424	1.9793474820123603e-05	3	2	0.010651088728206512	ENSG00000082175, ENSG00000091831
GO:0001091	MF	e	RNA polymerase II general transcription initiation factor binding	2/6	24/20424	1.9793474820123603e-05	5	2	0.010651088728206512	ENSG00000091831, ENSG00000169083
GO:0030331	MF	e	estrogen receptor binding	2/6	40/20424	5.582125658195238e-05	8	2	0.027034234562639536	ENSG00000091831, ENSG00000134533
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/6	347/20424	9.361470497283922e-05	5	3	0.03823847752915377	ENSG00000091831, ENSG00000134533, ENSG00000169083
GO:0140296	MF	e	general transcription initiation factor binding	2/6	52/20424	9.474741489775867e-05	4	2	0.03823847752915377	ENSG00000091831, ENSG00000169083
GO:0001099	MF	e	basal RNA polymerase II transcription machinery binding	2/6	60/20424	0.00012634059337584768	4	2	0.04370482097994502	ENSG00000091831, ENSG00000169083
GO:0001098	MF	e	basal transcription machinery binding	2/6	60/20424	0.00012634059337584768	3	2	0.04370482097994502	ENSG00000091831, ENSG00000169083
