# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0005667	CC	e	transcription regulator complex	5/6	493/20424	4.724127480789662e-08	2	5	9.325427647078791e-05	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000171223, ENSG00000185022
GO:0000785	CC	e	chromatin	5/6	1094/20424	2.506267695241277e-06	2	5	0.0024736862152031406	ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	3/6	241/20424	3.1612970626769634e-05	3	3	0.02080133467241442	ENSG00000119950, ENSG00000171223, ENSG00000185022
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	6/6	1196/20424	3.9847955990512205e-08	9	6	0.00010560926717442574	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	6/6	1217/20424	4.424423754191429e-08	8	6	0.00010560926717442574	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	6/6	1364/20424	8.781687951534579e-08	3	6	0.00010560926717442574	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	6/6	1412/20424	1.0810922281781284e-07	8	6	0.00010560926717442574	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0003700	MF	e	DNA-binding transcription factor activity	6/6	1414/20424	1.0903290024202533e-07	2	6	0.00010560926717442574	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	6/6	1506/20424	1.592550051051247e-07	7	6	0.00011106404543114662	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0001067	MF	e	regulatory region nucleic acid binding	6/6	1508/20424	1.6053031551063934e-07	4	6	0.00011106404543114662	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	6/6	1563/20424	1.9909266238668704e-07	6	6	0.00012052572049234068	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0003690	MF	e	double-stranded DNA binding	6/6	1657/20424	2.8279610108214373e-07	5	6	0.00014097989890204826	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0043565	MF	e	sequence-specific DNA binding	6/6	1665/20424	2.9110034875500366e-07	5	6	0.00014097989890204826	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0140110	MF	e	transcription regulator activity	6/6	1919/20424	6.831657476833619e-07	1	6	0.00030077924691186556	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0003677	MF	e	DNA binding	6/6	2473/20424	3.134604144817917e-06	4	6	0.0012650739894460978	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	4/6	456/20424	3.5503616962883274e-06	4	4	0.0012715763938303864	ENSG00000100811, ENSG00000116016, ENSG00000171223, ENSG00000185022
GO:0001216	MF	e	DNA-binding transcription activator activity	4/6	460/20424	3.6758351256711566e-06	3	4	0.0012715763938303864	ENSG00000100811, ENSG00000116016, ENSG00000171223, ENSG00000185022
GO:0008134	MF	e	transcription factor binding	4/6	592/20424	1.0006879984577666e-05	3	4	0.003230887984353976	ENSG00000100811, ENSG00000116016, ENSG00000134107, ENSG00000171223
GO:0003676	MF	e	nucleic acid binding	6/6	3963/20424	5.320764537217114e-05	3	6	0.01610528915858905	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000171223, ENSG00000185022
GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	3/6	321/20424	7.427154972024439e-05	4	3	0.020732719563839562	ENSG00000100811, ENSG00000119950, ENSG00000134107
GO:0001217	MF	e	DNA-binding transcription repressor activity	3/6	325/20424	7.705739255608344e-05	3	3	0.020732719563839562	ENSG00000100811, ENSG00000119950, ENSG00000134107
