# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0007015	BP	e	actin filament organization	5/6	269/20424	2.267154632058098e-09	5	5	3.493458572538323e-05	ENSG00000072110, ENSG00000112658, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0097435	BP	e	supramolecular fiber organization	5/6	515/20424	5.876296342835664e-08	4	5	0.00045273925173377376	ENSG00000072110, ENSG00000112658, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0030036	BP	e	actin cytoskeleton organization	4/6	347/20424	1.1958888266916547e-06	6	4	0.006142483643497236	ENSG00000072110, ENSG00000112658, ENSG00000130402, ENSG00000140416
GO:0030029	BP	e	actin filament-based process	4/6	400/20424	2.107585661619565e-06	2	4	0.008118946864973971	ENSG00000072110, ENSG00000112658, ENSG00000130402, ENSG00000140416
GO:0030220	BP	e	platelet formation	2/6	19/20424	1.2271361397865828e-05	5	2	0.03781788155594291	ENSG00000072110, ENSG00000112658
GO:0006936	BP	e	muscle contraction	3/6	195/20424	1.678220971990957e-05	4	3	0.043099511595681095	ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0097517	CC	e	contractile actin filament bundle	5/6	69/20424	2.2720304980018494e-12	3	5	1.970557841837097e-09	ENSG00000072110, ENSG00000130402, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0001725	CC	e	stress fiber	5/6	69/20424	2.2720304980018494e-12	4	5	1.970557841837097e-09	ENSG00000072110, ENSG00000130402, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0042641	CC	e	actomyosin	5/6	76/20424	3.733890499570098e-12	2	5	1.970557841837097e-09	ENSG00000072110, ENSG00000130402, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0032432	CC	e	actin filament bundle	5/6	77/20424	3.9930250087884446e-12	2	5	1.970557841837097e-09	ENSG00000072110, ENSG00000130402, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0005862	CC	e	muscle thin filament tropomyosin	3/6	4/20424	5.6342326090362995e-11	2	3	2.224395034047531e-08	ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0005884	CC	e	actin filament	4/6	86/20424	4.3665221076671935e-09	6	4	1.4365857734225067e-06	ENSG00000072110, ENSG00000140416, ENSG00000143549, ENSG00000167460
GO:0005856	CC	e	cytoskeleton	5/6	922/20424	1.0715966909726485e-06	5	5	0.00030219026685428686	ENSG00000072110, ENSG00000130402, ENSG00000140416, ENSG00000143549, ENSG00000167460
